Character
Bloodtainted Greatsword
2020-11-02 13:26:49
Weapon
Emerald Orb
2020-11-01 16:40:33
Weapon
Slingshot
2020-11-01 16:40:27
Weapon
Harbinger of Dawn
2020-11-01 16:40:22
Weapon
Debate Club
2020-11-01 16:40:17
Weapon
Sharpshooter's Oath
2020-11-01 16:40:11
Weapon
Thrilling Tales of Dragon Slayers
2020-11-01 16:38:41
Weapon
Bloodtainted Greatsword
2020-11-01 16:38:34
Character
Sucrose (4-Star)
2020-11-01 16:38:25
Weapon
Emerald Orb
2020-11-01 01:47:20
Weapon
Cool Steel
2020-11-01 01:47:11
Weapon
Debate Club
2020-11-01 01:47:04
Weapon
Bloodtainted Greatsword
2020-10-30 14:27:17
Weapon
Magic Guide
2020-10-30 13:28:56
Weapon
Slingshot
2020-10-30 13:28:51
Weapon
Bloodtainted Greatsword
2020-10-30 13:28:45
Weapon
Sacrificial Fragments (4-Star)
2020-10-30 13:28:37
Weapon
Magic Guide
2020-10-30 13:28:00
Character
Sucrose (4-Star)
2020-10-30 13:27:52
Weapon
Bloodtainted Greatsword
2020-10-30 13:27:46
Character
Noelle (4-Star)
2020-10-30 13:27:41
Weapon
Slingshot
2020-10-30 13:27:35
Weapon
Black Tassel
2020-10-30 13:27:28
Weapon
Ferrous Shadow
2020-10-30 13:27:23
Weapon
Raven Bow
2020-10-30 13:27:16
Weapon
Harbinger of Dawn
2020-10-30 13:27:11
Weapon
Bloodtainted Greatsword
2020-10-30 13:27:02
Weapon
Bloodtainted Greatsword
2020-10-27 00:27:52
Weapon
Sharpshooter's Oath
2020-10-27 00:27:40
