Character
2020-12-04 00:49:32
Weapon
Harbinger of Dawn
2020-12-04 00:49:20
Weapon
Bloodtainted Greatsword
2020-12-04 00:49:07
Weapon
Harbinger of Dawn
2020-12-04 00:48:52
Character
Xinyan (4-Star)
2020-12-04 00:48:34
Weapon
Debate Club
2020-12-04 00:48:21
Character
Zhongli (5-Star)
2020-12-04 00:48:02
Weapon
Harbinger of Dawn
2020-12-01 18:02:50
Weapon
Sharpshooter's Oath
2020-12-01 18:02:50
Weapon
Sharpshooter's Oath
2020-12-01 18:02:50
Weapon
Slingshot
2020-12-01 18:02:50
Weapon
Sharpshooter's Oath
2020-12-01 18:02:50
Weapon
Debate Club
2020-12-01 18:02:50
Weapon
Slingshot
2020-12-01 18:02:50
Character
Razor (4-Star)
2020-12-01 18:02:50
Character
Chongyun (4-Star)
2020-12-01 18:02:50
Weapon
Slingshot
2020-12-01 18:02:50
Character
Qiqi (5-Star)
2020-11-25 14:22:22
Weapon
Raven Bow
2020-11-24 23:43:32
Weapon
Harbinger of Dawn
2020-11-24 01:19:16
Weapon
Emerald Orb
2020-11-23 02:30:29
Weapon
Slingshot
2020-11-22 18:49:03
Weapon
Cool Steel
2020-11-22 03:31:15
Weapon
Harbinger of Dawn
2020-11-21 21:45:38
Weapon
Dragon's Bane (4-Star)
2020-11-21 20:16:28
Weapon
Harbinger of Dawn
2020-11-20 23:47:22
Weapon
Thrilling Tales of Dragon Slayers
2020-11-20 02:39:24
Weapon
Cool Steel
2020-11-20 00:16:42
Weapon
Harbinger of Dawn
2020-11-19 01:30:25
Weapon
Black Tassel
2020-11-19 01:00:46
Weapon
Black Tassel
2020-11-18 23:23:21
Weapon
Harbinger of Dawn
2020-11-18 01:23:55
Weapon
Black Tassel
2020-11-18 00:41:42
Weapon
Skyrider Sword
2020-11-18 00:41:28
Character
Beidou (4-Star)
2020-11-17 00:45:12
Character
Ningguang (4-Star)
2020-11-16 01:31:27
Weapon
Black Tassel
2020-11-15 22:17:04
Weapon
Black Tassel
2020-11-15 01:49:13
Weapon
Slingshot
2020-11-14 19:34:39
Weapon
Raven Bow
2020-11-14 19:12:30
Weapon
Debate Club
2020-11-14 02:56:52
Weapon
Bloodtainted Greatsword
2020-11-13 02:01:44
Weapon
Black Tassel
2020-11-13 02:01:31
Weapon
Bloodtainted Greatsword
2020-11-12 00:17:51
Weapon
Emerald Orb
2020-11-12 00:16:19
Character
Beidou (4-Star)
2020-11-12 00:00:57
Weapon
Raven Bow
2020-11-12 00:00:37
Weapon
Emerald Orb
2020-11-12 00:00:23
Weapon
Slingshot
2020-11-12 00:00:07
Weapon
Magic Guide
2020-11-11 23:59:43
Weapon
Black Tassel
2020-11-11 23:59:27
Character
Noelle (4-Star)
2020-11-09 02:00:06
Weapon
Cool Steel
2020-11-08 20:32:42
Weapon
Emerald Orb
2020-11-08 03:00:24
Weapon
Black Tassel
2020-11-07 21:42:10
Weapon
Raven Bow
2020-11-07 03:08:26
Weapon
Black Tassel
2020-11-07 03:07:47
Weapon
Slingshot
2020-11-07 03:07:10
Weapon
Debate Club
2020-11-07 03:06:32
Weapon
Magic Guide
2020-11-07 03:05:49
Weapon
Slingshot
2020-11-07 01:24:49
Weapon
Eye of Perception (4-Star)
2020-11-06 02:04:52
Weapon
Slingshot
2020-11-05 00:59:52
Weapon
Magic Guide
2020-11-04 01:14:01
Weapon
Ferrous Shadow
2020-11-03 01:34:55
Weapon
Raven Bow
2020-11-02 00:13:13
Weapon
Skyrider Sword
2020-11-02 00:12:54
Weapon
Ferrous Shadow
2020-11-01 02:25:34
Weapon
Slingshot
2020-10-30 01:24:33
Weapon
Bloodtainted Greatsword
2020-10-29 00:52:04
Weapon
Skyrider Sword
2020-10-29 00:51:44
Character
Xingqiu (4-Star)
2020-10-29 00:46:22
Weapon
Raven Bow
2020-10-29 00:46:22
Weapon
Debate Club
2020-10-29 00:46:22
Weapon
Skyrider Sword
2020-10-29 00:46:22
Weapon
Cool Steel
2020-10-29 00:46:22
Weapon
Thrilling Tales of Dragon Slayers
2020-10-29 00:46:22
Weapon
Harbinger of Dawn
2020-10-29 00:46:22
Weapon
Bloodtainted Greatsword
2020-10-29 00:46:22
Weapon
Emerald Orb
2020-10-29 00:46:22
Weapon
Emerald Orb
2020-10-29 00:46:22
Weapon
The Stringless (4-Star)
2020-10-29 00:43:48
Weapon
Skyrider Sword
2020-10-29 00:43:48
Weapon
Thrilling Tales of Dragon Slayers
2020-10-29 00:43:48
Weapon
Black Tassel
2020-10-29 00:43:48
Weapon
Thrilling Tales of Dragon Slayers
2020-10-29 00:43:48
Weapon
Debate Club
2020-10-29 00:43:48
Weapon
Skyrider Sword
2020-10-29 00:43:48
Weapon
Cool Steel
2020-10-29 00:43:48
Weapon
Magic Guide
2020-10-29 00:43:48
Weapon
Sharpshooter's Oath
2020-10-29 00:43:48
